Column1,Column2,Column3
@LisaDowney22882,@ALT_DOJ,RT
@LisaDowney22882,@AltNatParkSer,Mention
@cari_garrett,@BigStick2013,RT
@AWeaverWrites,@jobeckerhrw,RT
@AlisonPulcher,@Pres_Bartlet,RT
@Monicafeldman_,@itzzkait,RT
@arendtfan,@Impolitics,RT
@trudiemonk,@SenatorWicker,Reply
@nicollefarup,@kumailn,RT
@kakabouie,@Moo57556470,RT
@HeidiHasz,@HeidiHasz,Tweet
@bluebayou2888,@SilverAdie,RT
@MontyBellows,@JoshMalina,RT
@BobSmith4152,@_SusanParadise_,RT
@GoldenSong012,@PaperClippe,RT
@emilyorscheln15,@ItsDanSheehan,RT
@drewgrey,@TEN_GOP,RT
@fox_n_footcover,@GeorgeTakei,RT
@carmic14,@Impeach_D_Trump,RT
@_inspirasian__,@_inspirasian__,Tweet
@northlightwitch,@northlightwitch,Tweet
@jaggies_,@jsfauquet,RT
@margaret_wehr,@ItsDanSheehan,RT
@AmyCirca75,@GeorgeTakei,RT
@Cindy_OA,@SenCoryGardner,Reply
@ShaniceSproule,@amprog,RT
@CoachKnee,@BernieSanders,RT
@eorlins,@MichaelGarofola,RT
@eorlins,@realDonaldTrump,Mention
@rangerbrittnie,@SethMacFarlane,RT
@kgwelles,@JamilSmith,RT
@kgwelles,@nhannahjones,Mention
@Wandrwoman,@GeorgeTakei,RT
@MDrumpf5,@JuddLegum,RT
@skyepeckk,@skyepeckk,Tweet
@mauldin_laura,@now7grandkids,RT
@schorricaufield,@EdwardTHardy,RT
@FML_Nation,@AmyMek,RT
@kyrstinavello,@BrianWithCheese,RT
@m27731630,@SenAlexander,RT
@JeanWilliams14,@StephenAtHome,RT
@marissaofyork,@itzzkait,RT
@PubliMBI,@PubliMBI,Tweet
@sarojhg,@brianklaas,RT
@richardcardillo,@twinkpiece,RT
@krubin,@brianklaas,RT
@SHEWANTHERSOMEK,@ShaneBoettiger,RT
@skyyysofly,@brianklaas,RT
@TheobaldSprague,@BriMan2u,RT
@TheobaldSprague,@GOP,Mention
@Delphicimfam,@queer_de,RT
@KingJemeryas,@SethMacFarlane,RT
@DanieBrownnn,@OccupyDemocrat1,RT
@clumsywords_,@People4Bernie,RT
@Taydolf_Switler,@gogreen18,RT
@janddhurtt,@RowanBlanchard,RT
@nakedmagic,@StephenAtHome,RT
@bMoMuSiCaL,@MMFlint,RT
@SovietData,@catvalente,RT
@swanlady1234,@Honey17011,RT
@swanlady1234,@drjillstein,Mention
@klemlee,@maddow,Reply
@JellyGean,@HarryAbelson,RT
@VermillionRich,@Alaskans4Trump,RT
@VermillionRich,@lisamurkowski,Mention
@VermillionRich,@usedgov,Mention
@TheRealKyleOrd,@danpfeiffer,RT
@SqueegyD,@GeorgeTakei,RT
@stacy_ve,@stacy_ve,Tweet
@hsteezy,@BrianWithCheese,RT
@CLM0056,@CLM0056,Tweet
@evefox,@lisamurkowski,Reply
@Lowtwait,@alexisvorhaus,RT
@JoyfulDrake,@GeorgeTakei,RT
@StrangeKeith,@blueberryisIand,RT
@msreignville,@MMFlint,RT
@tnitch,@TrumpSuperPAC,RT
@behsss,@LabSplice,RT
@RonnThomason,@Impeach_D_Trump,RT
@Loneranger1166,@SenSchumer,Reply
@Loneranger1166,@NancyPelosi,Mention
@skozarekar,@ItsDanSheehan,RT
@Bnayy,@kumailn,RT
@sumabouffant,@GeorgeTakei,RT
@doctormom333,@Impeach_D_Trump,RT
@MMIRtweets,@SethMacFarlane,RT
@RayPegPhoto,@KaivanShroff,RT
@Sqwizzey,@JohnFugelsang,RT
@cveets117,@CREDOMobile,RT
@cveets117,@SenateGOP,Mention
@FLYGUY_MH,@StephenAtHome,RT
@sojoey,@KamalaHarris,RT
@VoteNov2016,@MrTommyCampbell,RT
@MersimRizMoney,@EriKagamiSews,RT
@shanulolz,@KevinFarzad,RT
@Janeway12004,@AynRandPaulRyan,RT
@JesseFalken,@tonyposnanski,RT
@winter_kel,@GeorgeTakei,RT
@vanillacokezero,@ItsDanSheehan,RT
@singhjasminder,@SethMacFarlane,RT
@JDolon23,@SethMacFarlane,RT
@r0unding,@StephenAtHome,RT
@haymaymj,@LibyaLiberty,RT
@MichaelPetrilli,@fxnopinion,RT
@MichaelPetrilli,@MichaelPetrilli,Mention
@MichaelPetrilli,@educationgadfly,Mention
@take2smiles,@IjeomaOluo,RT
@ekdeplorable,@repubmillennial,RT
@Marcella_Jonas,@atrumptastrophe,RT
@Marcella_Jonas,@SenJohnBarrasso,Mention
@richardwhitmir,@USATODAY,Mention
@e391615r,@naretevduorp,RT
@e391615r,@SenJohnMcCain,Mention
@e391615r,@LindseyGrahamSC,Mention
@LLaamann,@CREDOMobile,RT
@LLaamann,@SenateGOP,Mention
@baek_thoven,@SethMacFarlane,RT
@aurora_burks,@QueenPinBruja,RT
@nothinbutbabs,@deray,RT
@brainbalIad,@GeorgeTakei,RT
@sayonaraamerika,@Shteyngart,RT
@rshawnedmonds,@SethMacFarlane,RT
@DeeLittleLady,@deray,RT
@ProChoiceGMA,@MMFlint,RT
@evilswisspony,@joss,RT
@KSNicholson,@CREDOMobile,RT
@KSNicholson,@SenateGOP,Mention
@fomasoul,@tola_rf,Reply
@joshuawolk,@RoyBlunt,Reply
@KateKFelton,@jobeckerhrw,RT
@LovedahlLIVE,@ItsDanSheehan,RT
@xsadcassie,@lexi4prez,RT
@Sesquipedalian,@StephenAtHome,RT
@PragmaStrict,@PragmaStrict,Tweet
@ToraVentura,@AliceJWGreen,RT
@ToraVentura,@PaulaRivera45,Mention
@IfWeResist,@SethMacFarlane,RT
@margaret_wehr,@GeorgeTakei,RT
@FashionHitList,@amprog,RT
@dpmugford,@SethMacFarlane,RT
@56jakesmom,@Darren32895836,RT
@baronvh7,@MMFlint,RT
@elisse133,@nealcarter,RT
@gigilehman,@danpfeiffer,RT
@Ellieholz,@KevinFarzad,RT
@jpizzled,@joss,RT
@rangerbrittnie,@RoseAnnDeMoro,RT
@rach_godd,@Christiana1987,RT
@Brymaster0,@OnionPolitics,RT
@punkinsoul,@Green_Footballs,RT
@lulu_mau,@HesterBlum,RT
@lulu_mau,@SenToomey,Mention
@georgiabama,@RogueNASA,RT
@georgiabama,@gizmodo,Mention
@KtruthCom,@MikePenceVP,Reply
@KtruthCom,@arcangel12741,Mention
@KtruthCom,@VP,Mention
@KtruthCom,@BetsyDeVos,Mention
@djaycapeside,@OurRevolution,RT
@bosco3509,@KyleKulinski,RT
@bosco3509,@RandPaul,Mention
@gisellionare,@SethMacFarlane,RT
@Darlene_A_10101,@StephenAtHome,RT
@mikealbeland,@MMFlint,RT
@caballo718,@PostSchools,RT
@onetntsis,@LabSplice,RT
@perrywaynemusic,@SethMacFarlane,RT
@bettybooptru2,@LouDobbs,RT
@meechebucco,@funder,Reply
@meechebucco,@washingtonpost,Mention
@langee_smilez,@langee_smilez,Tweet
@butcherbird,@StephenAtHome,RT
@davidsonra,@Green_Footballs,RT
@AlexKPorell,@goldengateblond,RT
@EdwardB46415224,@Christiana1987,RT
@Red_Shirt_no2,@RogueNASA,RT
@Red_Shirt_no2,@gizmodo,Mention
@HBK_Ivan_,@huntigula,RT
@QueenKat66,@StephenAtHome,RT
@nicollefarup,@SethMacFarlane,RT
@xECK29x,@GeorgeTakei,RT
@LaylaSuscavage,@GeorgeTakei,RT
@dnrevel,@dnrevel,Tweet
@sclbflyaleta5,@sclbflyaleta5,Tweet
@Patriot10575253,@embeedub,Reply
@Patriot10575253,@GOP,Mention
@travelinjeebus,@travelinjeebus,Tweet
@shanulolz,@KevinFarzad,RT
@alexander_2783,@GeorgeTakei,RT
@OveckaHelen,@SenSchumer,RT
@kg_franklin,@mcspocky,RT
@KathleenCroke,@SethMacFarlane,RT
@MougDartinson,@SethMacFarlane,RT
@elbell_11,@StephenAtHome,RT
@BishLittle,@Pres_Bartlet,RT
@JordanOnRadio,@StephenAtHome,RT
@aquamatsuri,@BrianWithCheese,RT
@mishayelae,@ramonctaylor,RT
@twilson844,@YoungDems4Trump,RT
@twilson844,@SenatorCollins,Mention
@twilson844,@lisamurkowski,Mention
@SamWangPhD,@Green_Footballs,RT
@WaspZealot,@CROWENATION2016,RT
@Jaquay1984,@TheView,RT
@Jaquay1984,@JedediahBila,Mention
@sandradavis07,@StephenAtHome,RT
@EllenSmithWrite,@EduColorMVMT,RT
@VideoConsultant,@AlterNet,RT
@Stonesfault,@GeorgeTakei,RT
@The_Gnu_JGH,@The_Gnu_JGH,Tweet
@JonesMurphy,@JonesMurphy,Tweet
@Watson87678392,@StephenAtHome,RT
@amardeepassar,@SethMacFarlane,Reply
@amardeepassar,@Kris_Sacrebleu,Mention
@RumiNumi,@trish_regan,Reply
@mallorykxy,@JordanUhl,RT
@T_Sobzy,@StephenAtHome,RT
@SarcasticManny,@dereksasquatch,RT
@mandabyrnes,@SethMacFarlane,RT
@allivalett,@StephenAtHome,RT
@iamteresamurphy,@SethMacFarlane,RT
@laauuurraaa_,@orionnichole,RT
@WendyMarcinkie1,@OurRevolution,RT
@BernieTheBest1,@BernieTheBest1,Tweet
@angminichello,@angminichello,Tweet
@_emannn,@brianklaas,RT
@stevesharptonfc,@BrettMyhres,RT
@amedawg18,@kumailn,RT
@bressli,@bressli,Tweet
@brainbalIad,@gogreen18,RT
@JakeMcQ,@StephenAtHome,RT
@jonathanwylie,@jonathanwylie,Tweet
@PamG61802904,@AmyMek,RT
@TrumpRising22,@TrumpRising22,Tweet
@young_k1m,@GovernorTomWolf,RT
@DLemon_,@StephenAtHome,RT
@juiceman549,@breddy_gud,RT
@MulcahyDiane,@GeorgeTakei,RT
@AnninPhoenix,@MonaLisaLiberal,RT
@BlackCampy_10,@TheLewisBlack,RT
@mvanas1050,@SenSchumer,RT
@UnclePaula,@sjredmond,RT
@lindseelouwhoo,@senatorsarver,RT
@blumes15,@activist360,RT
@JamesRKeyes,@wilw,RT
@asalyer_16,@asalyer_16,Tweet
@ElizabethWade44,@latimes,RT
@MarkClarkster,@Impeach_D_Trump,RT
@CC_1212,@YoungDems4Trump,RT
@repeet95060,@ALT_DOJ,RT
@repeet95060,@AltNatParkSer,Mention
@JamieLynnMo,@JuddLegum,RT
@Foggymemoires,@SenSchumer,RT
@MCB196758,@ConstanceQueen8,RT
@CelesteHerget,@michaelmalice,RT
@JohnCurrency,@AltNatParkSer,RT
@danieljdenisco8,@danieljdenisco8,Tweet
@A_Tasty_Sub,@catvalente,RT
@ShonaLovesTrump,@ShonaLovesTrump,Tweet
@EmperorJayLay7,@EmperorJayLay7,Tweet
@Queentoe,@katefeetie,RT
@Zdybal,@BrianWithCheese,RT
@GlutenQueen,@TheNardvark,RT
@hnlukester,@StephenAtHome,RT
@HalcyonMeow,@swingleft,RT
@justinetuma,@CREDOMobile,RT
@justinetuma,@SenateGOP,Mention
@kelliebanc,@RepAdamSchiff,RT
@kelliebanc,@usedgov,Mention
@_JimmyNuetron,@latimes,RT
@jeanlummis,@SethMacFarlane,RT
@demeralda,@SethMacFarlane,RT
@brunetteliberal,@GeorgeTakei,RT
@_yellow_paiges_,@alyssaharad,RT
@Jennaide,@GeorgeTakei,RT
@LDDetroit,@AngryWHStaffer,RT
@nothinbutbabs,@igorvolsky,RT
@FaucegliaM,@GovMikeHuckabee,RT
@kassimboraby,@kumailn,RT
@JDolon23,@GeorgeTakei,RT
@Holmer_K,@marcorubio,Reply
@collin_gehl,@KamalaHarris,RT
@RoyaltyClinton,@Pappiness,RT
@CapHillKeith,@JohnFugelsang,RT
@KuraiEiyuu,@JimSterling,RT
@kf4usq,@UrsulaV,RT
@kf4usq,@SenThomTillis,Mention
@FireEagle77,@SenWarren,Reply
@FireEagle77,@USDOL,Mention
@zkarana,@zkarana,Tweet
@jaredskolnick,@PalmerReport,RT
@addmy2cents,@Alyssa_Milano,RT
@addmy2cents,@lisamurkowski,Mention
@addmy2cents,@SenatorCollins,Mention
@jdpcopp,@conniebritton,RT
@Knotta,@sunnydaejones,RT
@dan_sadowsky,@CollegeHumor,RT
@TheSaxGod,@SethMacFarlane,RT
@SuShiMat,@catvalente,RT
@jordan_volfram,@StephenAtHome,RT
@Sniper147627410,@amiraminiMD,RT
@Sniper147627410,@HillaryClinton,Mention
@billylivsey,@SethMacFarlane,RT
@mktsutherland,@Impeach_D_Trump,RT
@demandalove,@StephenAtHome,RT
@LitaTweets,@stevebenen,RT
@MissJupiter1957,@StephenAtHome,RT
@LynnFairlane,@katefeetie,RT
@MelissaTranchid,@StephenAtHome,RT
@WhitenerEmily,@StephenAtHome,RT
@melformosa,@FreePennyPress,RT
@reesworld1,@missLtoe,RT
@mayaxlepadatu,@ALT_DOJ,RT
@katyjoyjoy,@ALT_DOJ,RT
@jade_sydney98,@Phil_Lewis_,RT
@NilIgiturMors,@GeorgeTakei,RT
@dmhiggincomcast,@dmhiggincomcast,Tweet
@nada_abuu,@antoniodelotero,RT
@tiny_trucker76,@AmyMek,RT
@sbuchbinder,@PalmerReport,RT
@fister_susan,@SenSanders,Reply
@MtnMermaid618,@GeorgeTakei,RT
@pixelhungry3,@JoyHabeHouston,RT
@Broookie15,@Broookie15,Tweet
@melissarocks,@hellresidentNY,RT
@getoooutttt,@ajplus,RT
@lizsalandar,@rohmontgomery,RT
@blakeo94,@blakeo94,Tweet
@markandmary211,@jimgeraghty,RT
@Joyce317jaw,@AMPixieWarrior,RT
@tailsofLA,@molly_knight,RT
@stephh_ugh,@HarryAbelson,RT
@LexRambeau,@ChloeBennet4,RT
@thesegrams,@GeorgeTakei,RT
@rshawnedmonds,@StephenAtHome,RT
@RitchyThompson,@Diane_7A,RT
@kensylr,@RepublicanSwine,RT
@LFlanagan,@Millennial_Dems,RT
@RonessaMayfield,@Chaos2Cured,RT
@RonessaMayfield,@will22860,Mention
@RonessaMayfield,@ChrisJZullo,Mention
@starrysaraharms,@catvalente,RT
@NjidekaNwosu,@gogreen18,RT
@gurkytheturkey,@SenToomey,Reply
@andrewespland,@andrewespland,Tweet
@gabby_angeles,@itzzkait,RT
@ikarasj,@TwitchyTeam,RT
@BryanSorrwar,@wilw,RT
@wlfpack81,@wlfpack81,Tweet
@sellerte,@audreywatters,RT
@lilMDP,@GeorgeTakei,RT
@tnitch,@BigStick2013,RT
@Easy_Chowder,@catvalente,RT
@Akashymon,@kumailn,RT
@konanut,@GeorgeTakei,RT
@DavidForTrump,@ms_erika74,RT
@sethAgreenberg,@GeorgeTakei,RT
@bllcmack,@funder,RT
@realRogueLeader,@SethMacFarlane,RT
@lizloganhere,@ChrisMurphyCT,RT
@globalstratltd,@GeorgiaDirtRoad,RT
@alxis_danielle,@Jennapalekk,RT
@Johnathon102,@Pres_Bartlet,RT
@xoASHLEI,@wilw,RT
@Donbi,@Donbi,Tweet
@Bblluueess1,@tonyposnanski,RT
@marioayar94,@SethMacFarlane,RT
@TheAtlantic,@leahaskarinam,RT
@katiek04,@BernieSanders,RT
@Eric__Vikander,@Brick_04,RT
@iseamountains,@StephenAtHome,RT
@AleNorma,@atrumptastrophe,RT
@darkfromday,@BrianWithCheese,RT
@jeana_allison,@KatTimpf,RT
@Pol_PoTrump,@ALT_DOJ,RT
@akwaitress,@atrumptastrophe,RT
@RLasesjes,@stlteaparty,RT
@MrJohnWhaley,@FIRE_THE_FOOL,RT
@MaryKayOgden,@ManMadeMoon,RT
@themoneyiowe,@twinkpiece,RT
@Zebasez,@Zebasez,Tweet
@PubliusVoice,@MMFlint,RT
@elbrown83,@SenSanders,RT
@maedlam319,@wilw,RT
@BakedWifeLife,@wilw,RT
@zymotic_heart,@RogueNASA,RT
@zymotic_heart,@gizmodo,Mention
@bassethoundfinn,@funder,RT
@barbos2,@SenSanders,RT
@tfoley1,@marcorubio,Reply
@mattrussell_PhD,@KateMessner,RT
@nanmercado,@nanmercado,Tweet
@kt5626,@StephenAtHome,RT
@allenslife,@allenslife,Tweet
@alexisvorhaus,@CharlesMBlow,RT
@erikaxlt,@antoniodelotero,RT
@katefoxx15,@ConNewsNow,RT
@3rdRateRomance,@GeorgeTakei,RT
@jonsain,@ALT_DOJ,RT
@NazNazarian,@JewhadiTM,RT
@rsemmel,@ALT_DOJ,RT
@cari_garrett,@BigStick2013,RT
@Itzzyoyo,@bessbell,RT
@Itzzyoyo,@VP,Mention
@Itzzyoyo,@BetsyDeVos,Mention
@mauldin_laura,@BrianWithCheese,RT
@jasmin12e,@Impeach_D_Trump,RT
@ChaseCarbon,@coltmonday,RT
@CindiRight,@charliekirk11,RT
@LabBaroness,@ALT_DOJ,RT
@LabBaroness,@AltNatParkSer,Mention
@Visual_Bacho,@USATODAY,RT
@MilesKlee,@ThomasAwful,RT
@carmic14,@Gizmodo,RT
@theturk,@Stonekettle,RT
@ArtFortner,@SethMacFarlane,RT
@Unity_Coach,@imfabulous13,RT
@jeannesoule,@charliekirk11,RT
@MadDogLane1984,@wilw,RT
@dailytrumpfail1,@RandiRhodes,RT
@dailytrumpfail1,@thedailybeast,Mention
@Cape_Cod_Jim,@Jbrous14,RT
@yates,@GeorgeTakei,RT
@deesurgtec,@SJSchauer,RT
@D_Naveira,@tgreene319,RT
@bryan_berube,@SethMacFarlane,RT
@Monoceans,@PRESlDENTBANNON,RT
@KayyGoode,@ItsDanSheehan,RT
@tedstryk,@ItsDanSheehan,RT
@mommasoraya,@CREDOMobile,RT
@mommasoraya,@SenateGOP,Mention
@DAbitty,@JuddLegum,RT
@AndreaMatthews9,@bennydiego,RT
@MissStephy7,@wilw,RT
@sabaidk,@Phil_Lewis_,RT
@teenykim,@brianklaas,RT
@CaryMegan,@funder,RT
@cook_shayna,@bwrighted,RT
@cook_shayna,@aliaemily,Mention
@AJayne0137,@brianklaas,RT
@jordan36m,@ItsDanSheehan,RT
@MargaretWallace,@MargaretWallace,Tweet
@BrettMyhres,@BrettMyhres,Tweet
@kianangu,@elielcruz,RT
@agorchids,@Green_Footballs,RT
@obsessivelyMe,@funder,RT
@winkiechance,@Alaskans4Trump,RT
@winkiechance,@lisamurkowski,Mention
@winkiechance,@usedgov,Mention
@AlmaForte2,@GeorgeTakei,RT
@NickDB8,@sincpack,RT
@NickDB8,@JerryMoran,Mention
@NickDB8,@SenPatRoberts,Mention
@JeanSanPach,@JeanSanPach,Tweet
@EvanERiddick,@KellanWhite,RT
@ProfMarkWilson,@ProfMarkWilson,Tweet
@DaciaRae83,@jsfauquet,RT
@Mmmiiilllzzz,@YourAnonNews,RT
@senatorsarver,@Pappiness,RT
@Mmejia914,@GeorgeTakei,RT
@solak,@willasaywhat,RT
@ReligionTroll,@SethMacFarlane,RT
@robbieundrscrc,@girlsreallyrule,RT
@uninhxbited,@ZaneTrain_22,RT
@erased_god,@abnheel,Reply
@CountessMo,@WendiAarons,RT
@CountessMo,@GOP,Mention
@David_Gabanic,@OnionPolitics,RT
@Sogrates1,@Pres_Bartlet,RT
@nicollefarup,@StephenAtHome,RT
@athena_exxaxion,@SenSanders,RT
@b5e3b6bd102b4e8,@RepJerryNadler,RT
@b5e3b6bd102b4e8,@usedgov,Mention
@SenWarren2020,@SenWarren2020,Tweet
@pyBYpy,@pyBYpy,Tweet
@Morning_Coffey,@RepAdamSchiff,RT
@Morning_Coffey,@usedgov,Mention
@LightLunas,@brianklaas,RT
@KirstLovesMusic,@orionnichole,RT
@RealJMac247,@SethMacFarlane,RT
@itselizagrace,@Phil_Lewis_,RT
@jenn_swann,@nkulw,RT
@jenn_swann,@ajjaffe,Mention
@cserenestyle,@jbendery,RT
@Stardi223,@AltNatParkSer,RT
@rach_godd,@Christiana1987,RT
@InnerStarlight,@ramonctaylor,RT
@Saltyfangirl,@GeorgeTakei,RT
@possiblyalxssa,@BYErebeccaa,RT
@possiblyalxssa,@marcorubio,Mention
@bcunningham006,@bcunningham006,Tweet
@Kyrie9797,@Kyrie9797,Tweet
@Sedona4ever,@KaivanShroff,RT
@Hooplaoly,@SandraBernhard,RT
@wagadoodle,@Pres_Bartlet,RT
@eegodess,@TheAnalogKid74,RT
@raven_badger,@Phil_Lewis_,RT
@wmcpc,@realDonaldTrump,Reply
@1dayDammit,@wilw,RT
@GeoffSchoenberg,@Pres_Bartlet,RT
@kps67,@kps67,Tweet
@sweatsinhello,@ALT_DOJ,RT
@heard_who,@ABCPolitics,RT
@WilliamPeace81,@molly_knight,RT
@fknrightchicago,@AltNatParkSer,RT
@TheUSResistance,@SethMacFarlane,RT
@abzun_lisa,@Pres_Bartlet,RT
@MuhlbergerB,@SenToomey,Reply
@dan_sadowsky,@GlobalAnisha,RT
@ClearlyCrystalB,@amprog,RT
@gbread2481,@TEN_GOP,RT
@CL4R4GU3RR4,@tonyposnanski,RT
@JudgeNathan,@germanrlopez,RT
@sparedrawers,@MattMurph24,RT
@jneutron1969,@KimStrassel,RT
@pdhicks66,@pdhicks66,Tweet
@life85206174,@life85206174,Tweet
@Peresson79,@senateDems,Reply
@OccupyMemphis,@People4Bernie,RT
@Luke4Tech,@Pamela_Moore13,RT
@ProfSimonFisher,@nzeliadt,RT
@banshee_bitch,@banshee_bitch,Tweet
@BillCody,@imillhiser,RT
@mstonij,@mstonij,Tweet
@danigirld1,@AmyMek,RT
@Mae_DayJ,@jobeckerhrw,RT
@cnn_xo,@SethMacFarlane,RT
@joewaaaayyy,@LoganHmes,RT
@lilMDP,@BernieSanders,RT
@tulipcrowns,@tulipcrowns,Tweet
@skywaker9,@thehill,RT
@Frielllll,@taylorstraney,RT
@kawaiikadri,@kawaiikadri,Tweet
@val_kung,@val_kung,Tweet
@notforgrandpas,@kumailn,RT
@marieilena2010,@SethMacFarlane,RT
@FeralRubberDuck,@AltNatParkSer,RT
@KDMALONENJ,@JaredBeck,RT
@DitkasDiva,@GeorgeTakei,RT
@marieilena2010,@StephenAtHome,RT
@maya_ag_,@StephenAtHome,RT
@tovangar2,@Damn_Jehu,RT
@deverraislpe,@JohnFugelsang,RT
@GeorgiaDirtRoad,@mamaspeak10,Reply
@GeorgiaDirtRoad,@girl4Trump,Mention
@fullmoonmartini,@SethMacFarlane,RT
@peacetat,@amprog,RT
@Abrasrose,@JYSexton,RT
@MagusFreedus,@RogueNASA,RT
@MagusFreedus,@gizmodo,Mention
@Eldeeceegee,@wilw,RT
@festive_mango,@wilw,RT
@chrisyc21,@ALT_DOJ,RT
@lfauxreign,@ItsDanSheehan,RT
@alexisharvilll,@lexi4prez,RT
@Timbo_Wimbo,@StephenAtHome,RT
@Megaera17,@BernieCrats1,RT
@FollowAnnette,@GeorgeTakei,RT
@Liberty2Cynthia,@YoungDems4Trump,RT
@Liberty2Cynthia,@SenatorCollins,Mention
@Liberty2Cynthia,@lisamurkowski,Mention
@rrafaella_silva,@jyoungwhite,RT
@alypataki,@ItsDanSheehan,RT
@SaysSheToday,@JimmyMak1,RT
@SaysSheToday,@senrobportman,Mention
@KelceyPoe,@ALT_DOJ,RT
@KelceyPoe,@AltNatParkSer,Mention
@CougarTrainee,@Bossip,RT
@zakiyadotcom,@idklyds,RT
@LibertyBelleJ,@tonyposnanski,RT
@EBethCraig,@danpfeiffer,RT
@SammySatin,@KevinFarzad,RT
@noabenezraa,@ItsDanSheehan,RT
@wmclean74,@OnionPolitics,RT
@Joker4prez2020,@RubyCodpiece,RT
@Selmaselmashous,@RepublicanSwine,RT
@RepCharlesNJ,@RepCharlesNJ,Tweet
@SarahBronchetti,@P_Raw21,RT
@Michell82968785,@Michell82968785,Tweet
@DValeyard,@Impeach_D_Trump,RT
@JavierVasquez85,@ellencarmichael,RT
@emsieelannej,@thinkprogress,RT
@Wilfred_A_S,@TheAffinityMag,RT
@muddybike,@SethMacFarlane,RT
@Finding_Zemo,@ALT_DOJ,Reply
@BarackPanther,@Impeach_D_Trump,RT
@senortophat,@Rewire_News,RT
@nomagicbanana,@StartedTweeting,RT
@Dpdreamer,@SenatorTimScott,RT
@nwjerseyliz,@DrJillStein,Reply
@Deb_Clink,@kumailn,RT
@AndreaMatthews9,@sjredmond,RT
@__UVbeats,@PRESlDENTBANNON,RT
@Mattyg288,@center4inquiry,RT
@CanadianUncanny,@LabSplice,RT
@unverxed,@StephenAtHome,RT
@lackland50,@ProgressWeekly,RT
@lackland50,@GOP,Mention
@Magssca,@localseahag_,RT
@MaevoWavo,@LabSplice,RT
@cferrer777,@TEN_GOP,RT
@DeniseWJZ,@latimes,RT
@dutchtulipman,@ALT_DOJ,RT
@robmonk,@NCDemParty,RT
@guxcciii,@billyeichner,RT
@guxcciii,@GOP,Mention
@LadyLola420,@SethMacFarlane,RT
@mr_laguna,@mr_laguna,Tweet
@4True,@4True,Tweet
@diyajjjjjj,@JohnFugelsang,RT
@EdMcA262,@nealcarter,RT
@micheloh62,@thehill,RT
@Richard_Schiff,@LibyaLiberty,RT
@Cadbiy,@JohnFugelsang,RT
@matbo2,@StarTribune,RT
@matbo2,@alfranken,Mention
@RebeccaD49,@richalgeni,RT
@RebeccaD49,@HesterBlum,Mention
@Mac_EZ,@Phil_Lewis_,RT
@RASHIDB14,@qnineteenb,RT
@PadiHenderson,@MrSpock2017,RT
@rachelfran,@CREDOMobile,RT
@rachelfran,@SenateGOP,Mention
@newwavehotdogs,@LabSplice,RT
@AmolakMisson,@Pamela_Moore13,RT
@aplemkseriously,@audreywatters,RT
@rhcpff,@rhcpff,Tweet
@AmiAudible,@StephenAtHome,RT
@CaryMegan,@ALT_DOJ,RT
@lopefather,@SethMacFarlane,RT
@Pammov889,@AmyMek,RT
@Sip7,@SenToomey,Reply
@Sip7,@YouTube,Mention
@baileycoleslaw,@Christiana1987,RT
@rudolphreindee6,@TeaPainUSA,RT
@GoBigEd,@kumailn,RT
@LochTheScot,@DailySignal,Mention
@theturk,@SenSanders,RT
@Zynierah,@now7grandkids,RT
@stfukabi,@orionnichole,RT
@m_ceeeee,@HarryAbelson,RT
@RouanSalim,@YourAnonNews,RT
@AwakeDeborah,@cmdrdbleagle,RT
@mekhashefa,@1Lcampesino,RT
@cooknginheels,@Astarisborn1993,RT
@toriyoung22,@AtlanticCanuck,RT
@toriyoung22,@toriyoung22,Mention
@TheBeiruti,@SethMacFarlane,RT
@springyardsale,@LibertyNews1776,RT
@springyardsale,@VP,Mention
@kreid_c,@azalben,RT
@ChloeQuinnSF,@ItsDanSheehan,RT
@kelvinclifton,@_RickyMinaj,RT
@ImaginesABeach,@UltraViolet,RT
@ImaginesABeach,@SenateDems,Mention
@healthcareiar,@StephenAtHome,RT
@bMoMuSiCaL,@LibyaLiberty,RT
@Temptrls,@Essence,RT
@QueenMab87,@Green_Footballs,RT
@QueenMab87,@DrJillStein,Mention
@lcsarson,@ItsDanSheehan,RT
@iamvinod17,@OnionPolitics,RT
@fred_burton15,@BenSasse,Reply
@gkaurxo,@1Lcampesino,RT
@brookebirdsall,@EriKagamiSews,RT
@mariclaire81,@cmdrdbleagle,RT
@canuckuk,@CharlesMBlow,RT
@lindarose524,@CharlesMBlow,RT
@laydnred,@danpfeiffer,RT
@gerhart_jamie,@TeaPainUSA,RT
@JosefinaPin1,@GeorgeTakei,RT
@GabbieSeiwert,@deray,RT
@HowardHuge1,@lessguns,RT
@Laurie1694,@danpfeiffer,RT
@RosannaS1,@SenBobCasey,Reply
@schruteelski,@SethMacFarlane,RT
@evolvevangelist,@AG_Conservative,RT
@sichengod,@itzzkait,RT
@lmacdvn14,@Pres_Bartlet,RT
@deesurgtec,@MariaSanders,RT
@deesurgtec,@SenOrrinHatch,Mention
@deesurgtec,@ActualEPAFacts,Mention
@Darlene_A_10101,@SethMacFarlane,RT
@Amber_X0_,@wilw,RT
@darth_wheeler,@OnionPolitics,RT
@forpoormen,@CREDOMobile,RT
@forpoormen,@SenateGOP,Mention
@GloPan,@GloPan,Tweet
@NathanTunell,@kumailn,RT
@PamelaJacobson2,@ChrisMurphyCT,RT
